utt_0,0.443312406539917
utt_1,0.7383702397346497
utt_2,0.40155062079429626
utt_3,0.5691888928413391
utt_4,0.258343368768692
utt_5,0.5976075530052185
utt_6,0.6007984280586243
utt_7,0.717559278011322
utt_8,0.3827151358127594
utt_9,0.3797321915626526
utt_10,0.6525601148605347
utt_11,0.47593140602111816
utt_12,0.3625890016555786
utt_13,0.7169092297554016
utt_14,0.7246474027633667
utt_15,0.570618748664856
utt_16,0.6551664471626282
utt_17,0.4859038293361664
utt_18,0.49860048294067383
utt_19,0.5987303256988525
utt_20,0.555168867111206
utt_21,0.5185881853103638
utt_22,0.6793981790542603
utt_23,0.31158366799354553
utt_24,0.36120596528053284
utt_25,0.6584291458129883
utt_26,0.6062432527542114
utt_27,0.5426527857780457
utt_28,0.4777180254459381
utt_29,0.6636860370635986
utt_30,0.47834092378616333
utt_31,0.29871875047683716
utt_32,0.3758362829685211
utt_33,0.6319262385368347
utt_34,0.202777698636055
utt_35,0.462889164686203
utt_36,0.6046813130378723
utt_37,0.4769301414489746
utt_38,0.3683621883392334
utt_39,0.3905401825904846
utt_40,0.2637235224246979
utt_41,0.5452712774276733
utt_42,0.6386191248893738
utt_43,0.7452808618545532
utt_44,0.4238835871219635
utt_45,0.6639531850814819
utt_46,0.24892187118530273
utt_47,0.3844509720802307
utt_48,0.38628095388412476
utt_49,0.4202946424484253
utt_50,0.7510462403297424
utt_51,0.6197609305381775
utt_52,0.7116597890853882
utt_53,0.6131863594055176
utt_54,0.5223149657249451
utt_55,0.3025083839893341
utt_56,0.5086424350738525
utt_57,0.7748324871063232
utt_58,0.6382735967636108
utt_59,0.6388561129570007
utt_60,0.441737562417984
utt_61,0.4745563864707947
utt_62,0.47845250368118286
utt_63,0.4303499460220337
utt_64,0.32842424511909485
utt_65,0.7067354917526245
utt_66,0.4950593411922455
utt_67,0.6197706460952759
utt_68,0.633208155632019
utt_69,0.1719132661819458
utt_70,0.6223291754722595
utt_71,0.42029067873954773
utt_72,0.4511820375919342
utt_73,0.5483104586601257
utt_74,0.6439436078071594
utt_75,0.7015563249588013
utt_76,0.26776230335235596
utt_77,0.6189206838607788
utt_78,0.34851181507110596
utt_79,0.4572923183441162
utt_80,0.5924350619316101
utt_81,0.6244445443153381
utt_82,0.48420533537864685
utt_83,0.5830469727516174
utt_84,0.24936862289905548
utt_85,0.450396329164505
utt_86,0.683944821357727
utt_87,0.7219828963279724
utt_88,0.4081684350967407
utt_89,0.7842130064964294
utt_90,0.5322186350822449
utt_91,0.36271393299102783
utt_92,0.49671995639801025
utt_93,0.8173947930335999
